"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"3";"GOVERNADOR";"COLIGACAO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"3";"GOVERNADOR";"COLIGACAO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"3";"GOVERNADOR";"COLIGACAO";"17";"PSL";"PARTIDO SOCIAL LIBERAL";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"3";"GOVERNADOR";"COLIGACAO";"70";"PT do B";"PARTIDO TRABALHISTA DO BRASIL";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"3";"GOVERNADOR";"PARTIDO ISOLADO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"#NE#";"#NULO#";"#NE#";"-1"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"#NE#";"COLIGAÇÃO PODER POPULAR ACREANO";"#NE#";"10000000017"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"#NE#";"COLIGAÇÃO PODER POPULAR ACREANO";"#NE#";"10000000017"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"12";"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"31";"PHS";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"11";"PP";"PARTIDO PROGRESSISTA";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"22";"PR";"PARTIDO DA REPÚBLICA";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"10";"PRB";"PARTIDO REPUBLICANO BRASILEIRO";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"44";"PRP";"PARTIDO REPUBLICANO PROGRESSISTA";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"40";"PSB";"PARTIDO SOCIALISTA BRASILEIRO";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"27";"PSDC";"PARTIDO SOCIAL DEMOCRATA CRISTÃO";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"13";"PT";"PARTIDO DOS TRABALHADORES";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"14";"PTB";"PARTIDO TRABALHISTA BRASILEIRO";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"36";"PTC";"PARTIDO TRABALHISTA CRISTÃO";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"19";"PTN";"PARTIDO TRABALHISTA NACIONAL";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"43";"PV";"PARTIDO VERDE";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"25";"DEM";"DEMOCRATAS";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"15";"PMDB";"PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"33";"PMN";"PARTIDO DA MOBILIZAÇÃO NACIONAL";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"23";"PPS";"PARTIDO POPULAR SOCIALISTA";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"17";"PSL";"PARTIDO SOCIAL LIBERAL";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"COLIGACAO";"70";"PT do B";"PARTIDO TRABALHISTA DO BRASIL";"#NE#";"LIBERDADE E PRODUZIR PARA EMPREGAR";"#NE#";"10000000006"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"4";"VICE-GOVERNADOR";"PARTIDO ISOLADO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"#NE#";"#NULO#";"#NE#";"-1"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"5";"SENADOR";"COLIGACAO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"#NE#";"COLIGAÇÃO PODER POPULAR ACREANO";"#NE#";"10000000017"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"5";"SENADOR";"COLIGACAO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"#NE#";"COLIGAÇÃO PODER POPULAR ACREANO";"#NE#";"10000000017"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"5";"SENADOR";"COLIGACAO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"5";"SENADOR";"COLIGACAO";"12";"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";"#NE#";"FPA I";"#NE#";"10000000005"
"16/04/2015";"14:36:33";"2010";"1";"ELEIÇÕES 2010";"AC";"AC";"ACRE";"5";"SENADOR";"COLIGACAO";"31";"PHS";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"#NE#";"FPA I";"#NE#";"10000000005"
